web-scraper-order,web-scraper-start-url,titulo,precio,habts,ban,mets
1620506030-11644,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=1,DEPARTAMENTO EN RENTA EN JURIQUILLA DESARROLLO HANDIKO,15500,2,"2
                                    
                                
                                Baños",126
1620505907-11265,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?page=1,Departamento en Renta EL REFUGIO Querétaro 3 habitaciones Amueblado con amenidades,18000,3,"2
                                    
                                
                                Baños",170
1620505969-11411,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=8,Departamento en renta 2 recamaras con amenidades,17500,2,"2
                                    
                                
                                Baños",125
1620505636-10610,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?page=2,Espectacular Departamento Ideal Para Familias Jóvenes O Ejecutivos!,14000,2,"2
                                    
                                
                                Baños",85
1620505928-11306,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=11,Departamento Artigas con vista al Lago. Magnolia Luxury Condos.,30000,3,"3
                                    
                                
                                Baños",177
1620506008-11547,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=4,"RENTA DE DEPARTAMENTO AMUEBLADO EN SANTA FE, JURIQUILLA",18000,1,"1
                                    
                                
                                Baño",98
1620505346-10473,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/departamento/for-rent/?page=2,DEPARTAMENTO EN RENTA EN 3 VISTAS JURIQUILLA,18000,3,"2
                                    
                                
                                Baños",134
1620505907-11267,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?page=1,Departamento en Renta en Residencial el Refugio,20000,2,"2
                                    
                                
                                Baños",94
1620506030-11634,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=1,Departamento - Juriquilla,11500,2,"2
                                    
                                
                                Baños",83
1620506030-11645,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=1,DEPARTAMENTO EN RENTA EN JURIQUILLA DESARROLLO HANDIKO,18000,2,"2
                                    
                                
                                Baños",124
1620505681-10705,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/departamento/for-rent/,"DEPARTAMENTO  EN RESIDENCIAL LOS FRESNOS, QUERÉTARO",8500,2,"2
                                    
                                
                                Baños",90
1620505817-11038,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=3,Renta Departamento Amueblado En Renta Queretaro La Cima Towers,19800,3,"2
                                    
                                
                                Baños",139
1620505761-10881,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=1,DEPARTAMENTO AMUEBLADO EN RENTA EN SIERRA AZUL QUERÉTARO,35000,3,"3
                                    
                                
                                Baños",169
1620505613-10547,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?page=3,RENTA DE DEPARTAMENTO EN CENTRO SUR,25000,2,"2
                                    
                                
                                Baños",108
1620505942-11331,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=10,RENTA DE DEPARTAMENTO EN JURIQUILLA TOWERS  DE 1 RECÁMARA KING WALKING CLÓSET,20000,1,"1
                                    
                                
                                Baño",90
1620505853-11109,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=1,Departamento amueblado y equipado en Renta. Milenio III en 2° piso con 3 recámaras y ...,13000,3,"2
                                    
                                
                                Baños",172
1620505853-11104,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=1,MILENIO III DEPARTAMENTO 2 RECAMARAS,10500,2,"2
                                    
                                
                                Baños",130
1620505997-11508,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=5,Departamento tipo dúplex en Altos de Juriquilla sin amueblar! RAHQRO,14500,2,"3
                                    
                                
                                Baños",156
1620505836-11076,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=2,RENTA DEPARTAMENTO MILENIO III A 8 MIN DEL CENTRO,15320,2,"2
                                    
                                
                                Baños",93
1620505928-11316,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=11,Departamento en renta,16500,3,"2
                                    
                                
                                Baños",126
1620505796-10964,https://www.lamudi.com.mx/queretaro-arteaga/el-marques/el-mirador-128/departamento/for-rent/?page=1,Departamento en Renta RID10436,14500,2,"2
                                    
                                
                                Baños",120
1620505872-11181,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?page=3,SE RENTA DEPARTAMENTO EN ALTERRA TOWERS,12500,2,"2
                                    
                                
                                Baños",92
1620505704-10743,https://www.lamudi.com.mx/queretaro-arteaga/corregidora/el-pueblito-13/departamento/for-rent/,Departamento en El Pueblito amoblado de 2 dormitorios! RAHQRO 20-13,12750,2,"3
                                    
                                
                                Baños",114
1620505796-10986,https://www.lamudi.com.mx/queretaro-arteaga/el-marques/el-mirador-128/departamento/for-rent/?page=1,Comodo departamento en renta en el Mirador AQC,15000,2,"2
                                    
                                
                                Baños",85
1620505704-10752,https://www.lamudi.com.mx/queretaro-arteaga/corregidora/el-pueblito-13/departamento/for-rent/,MIRADOR DE VISTA REAL Duplex planta alta en renta dos pisos,20000,3,"3
                                    
                                
                                Baños",210
1620505872-11177,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?page=3,RENTA DEPARTAMENTO DE 1 RECAMARÁ EN QUERÉTARO.,10000,1,"1
                                    
                                
                                Baño",58
1620505942-11350,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=10,Renta hermoso depa amueblado en condominio pequeño y seguro JF,16000,2,"2
                                    
                                
                                Baños",132
1620506030-11640,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=1,Departamento tipo dúplex en Altos de Juriquilla sin amueblar! RAHQRO,14500,2,"3
                                    
                                
                                Baños",156
1620505761-10887,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=1,Departamento Amueblado en Renta Sierra Azul Queretaro,16000,1,"1
                                    
                                
                                Baño",66
1620505942-11341,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=10,"Departamento en Renta, en Juriquilla, Querétaro",26000,2,"2
                                    
                                
                                Baños",125
